"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-14","8.28",,"0.85","0.0","0.0","72","78","66","  340","  330","38.0","49.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-15","10.74",,"0.00","0.0","0.0","73","83","65","  360","  360","23.0","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-16","9.40",,"0.00","0.0","0.0","70","80","63","  150","  160","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-17","12.97",,"0.00","0.0","0.0","71","80","64","  180","  180","29.1","40.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-18","13.20",,"0.00","0.0","0.0","74","80","69","  190","  180","23.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-19","11.86",,"0.00","0.0","0.0","74","82","67","  180","  180","23.0","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-20","10.96",,"0.00","0.0","0.0","75","84","68","  190","  190","23.0","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-21","11.18",,"0.00","0.0","0.0","78","91","68","  190","  190","23.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-22","6.71",,"0.04","0.0","0.0","78","87","72","  220","  230","21.0","27.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-23","12.53",,"0.00","0.0","0.0","76","85","70","  200","  200","28.0","36.9",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-24","18.57",,"0.00","0.0","0.0","77","85","69","  350","  350","35.1","50.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-25","13.87",,"0.00","0.0","0.0","79","91","71","  250","  320","21.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-26","11.86",,"0.26","0.0","0.0","75","84","68","  340","  340","29.1","42.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-27","12.08",,"0.57","0.0","0.0","76","87","70","  350","  360","23.0","34.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-28","9.40",,"0.00","0.0","0.0","71","80","63","  160","  170","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-29","13.65",,"0.02","0.0","0.0","71","80","64","  160","  180","25.1","33.1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-30","10.07",,"0.57","0.0","0.0","73","83","70","  190","  190","23.9","31.1","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-01","15.43",,"0.00","0.0","0.0","74","82","64","  360","  360","25.1","38.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-02","7.83",,"0.00","0.0","0.0","74","82","65","  360","  350","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-03","10.07",,"0.00","0.0","0.0","72","80","64","  180","  180","23.0","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-04","9.84",,"0.07","0.0","0.0","73","82","68","  170","  170","17.0","23.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-05","7.61",,"0.03","0.0","0.0","76","83","71","  200","  270","18.1","23.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-06","9.40",,"0.01","0.0","0.0","75","81","70","  190","  180","18.1","28.0","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-07","5.82",,"0.00","0.0","0.0","80","87","73","   40","   40","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-08","5.82",,"0.00","0.0","0.0","80","88","72","  170","  190","12.1","12.1","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-09","9.62",,"0.00","0.0","0.0","76","82","72","  180","  170","23.9","30.0","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-10","18.12",,"0.00","0.0","0.0","78","84","74","  180","  170","33.1","46.1","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-11","13.42",,"0.01","0.0","0.0","79","88","72","  190","  190","23.9","32.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-12","8.50",,"0.13","0.0","0.0","77","82","72","  180","  180","18.1","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-13","7.61",,"0.75","0.0","0.0","76","82","72","  190","  180","13.0","16.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-14","7.61",,"0.00","0.0","0.0","80","86","75","  200","  200","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-15","9.40",,"0.30","0.0","0.0","78","84","72","  270","  280","28.0","33.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-16","9.40",,"0.00","0.0","0.0","83","89","78","  210","  220","35.1","42.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-17","10.29",,"0.73","0.0","0.0","81","83","74","  340","  340","23.0","33.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-18","10.51",,"0.00","0.0","0.0","78","86","72","  350","  350","17.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-19","9.17",,"0.00","0.0","0.0","76","86","68","  360","  360","16.1","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-20","10.07",,"0.00","0.0","0.0","75","80","68","  190","  180","21.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-21","9.62",,"0.00","0.0","0.0","78","86","72","  190","  190","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-22","8.05",,"0.05","0.0","0.0","77","82","72","  160","  170","17.0","23.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-23","5.82",,"0.02","0.0","0.0","77","85","73","  170","  170","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-24","7.38",,"0.00","0.0","0.0","78","83","75","  190","  200","15.0","19.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-25","9.84",,"0.00","0.0","0.0","79","87","75","  330","  300","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-26","10.96",,"0.00","0.0","0.0","77","86","68","   10","   10","19.9","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-27","6.49",,"0.00","0.0","0.0","78","85","69","  200","  170","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-28","8.50",,"0.00","0.0","0.0","78","89","71","  130","   60","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-29","12.97",,"0.05","0.0","0.0","76","85","68","  190","  180","23.0","31.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-30","16.11",,"0.00","0.0","0.0","78","84","72","  180","  180","30.0","40.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-31","11.86",,"0.00","0.0","0.0","79","91","75","  180","  170","21.9","29.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-01","9.17",,"0.00","0.0","0.0","83","93","75","  190","  200","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-02","9.40",,"0.18","0.0","0.0","83","91","75","  260","  250","25.1","33.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-03","10.74",,"1.28","0.0","0.0","81","88","74","  180","  190","23.9","34.0","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-04","10.07",,"0.18","0.0","0.0","76","81","72","  290","  300","18.1","28.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-05","8.95",,"0.00","0.0","0.0","80","89","72","  180","  180","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-06","9.17",,"0.83","0.0","0.0","80","87","72","  200","  180","17.0","23.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-07","10.51",,"0.06","0.0","0.0","70","73","66","   60","   40","16.1","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-08","12.08",,"0.28","0.0","0.0","68","74","66","  100","   90","19.9","28.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-09","19.69",,"0.26","0.0","0.0","76","83","73","  190","  180","32.0","46.1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-10","12.08",,"0.00","0.0","0.0","80","87","74","  250","  240","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-11","8.72",,"0.00","0.0","0.0","78","82","73","  240","  330","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-12","9.17",,"0.01","0.0","0.0","74","83","64","  240","  200","21.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-13","8.28",,"0.00","0.0","0.0","74","84","65","  350","  310","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-14","7.61",,"0.00","0.0","0.0","77","88","68","   20","   20","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-15","8.50",,"0.00","0.0","0.0","78","88","69","  200","  260","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-16","7.61",,"0.00","0.0","0.0","78","86","72","  130","  130","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-17","9.62",,"0.05","0.0","0.0","75","80","70","  140","  140","18.1","23.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-18","11.86",,"0.61","0.0","0.0","75","81","71","  160","  170","21.9","31.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-19","9.62",,"0.31","0.0","0.0","76","86","70","  290","  250","21.9","30.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-20","12.97",,"0.00","0.0","0.0","71","76","63","  330","  290","21.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-21","12.53",,"0.00","0.0","0.0","67","77","58","  310","  260","21.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-22","9.40",,"0.00","0.0","0.0","69","80","61","  240","  210","17.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-23","8.05",,"0.00","0.0","0.0","73","83","60","  190","  250","17.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-24","8.05",,"0.00","0.0","0.0","74","84","64","  200","  200","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-25","9.84",,"0.00","0.0","0.0","74","83","67","  180","  190","17.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-26","8.05",,"0.03","0.0","0.0","74","82","66","  130","  190","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-27","7.61",,"0.00","0.0","0.0","75","84","67","  180","  160","13.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-28","9.40",,"0.00","0.0","0.0","80","95","72","  260","  260","17.0","23.0",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-29","11.18",,"0.00","0.0","0.0","77","82","70","  120","  100","17.0","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-30","10.51",,"0.28","0.0","0.0","70","76","62","  110","  110","16.1","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-31","7.83"," 1229","0.00","0.0","0.0","73","80","69","  160","  150","13.0","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-01","8.28",,"0.00","0.0","0.0","75","82","73","  240","  240","11.0","13.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-02","14.76",,"0.00","0.0","0.0","75","83","64","  350","  320","23.0","36.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-03","7.38",,"0.00","0.0","0.0","67","76","57","  360","  360","21.0","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-04","5.37",,"0.00","0.0","0.0","67","77","57","  180","  150","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-05","7.61",,"0.00","0.0","0.0","68","78","57","  120","  100","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-06","7.83",,"0.00","0.0","0.0","69","79","63","  100","  100","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-07","10.07",,"0.18","0.0","0.0","70","75","60","  280","  280","25.9","34.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-08","13.20",,"0.00","0.0","0.0","64","74","56","  270","  310","23.0","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-09","11.18",,"0.00","0.0","0.0","67","79","57","  190","  170","21.9","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-10","8.05",,"0.00","0.0","0.0","71","81","63","  350","  360","15.0","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-11","5.82",,"0.00","0.0","0.0","69","78","60","  150","  160","12.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-12","4.92",,"0.00","0.0","0.0","68","78","59","  150","  140","13.0","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-13","4.70",,"0.00","0.0","0.0","69","79","60","  190","  190","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-14","4.92",,"0.00","0.0","0.0","72","85","63","  200","  200","13.0","15.0","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-15","9.17",,"0.00","0.0","0.0","71","81","60","  100","  120","18.1","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-16","7.38",,"0.00","0.0","0.0","67","78","58","  140","   50","14.1","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-17","7.38",,"0.00","0.0","0.0","71","81","65","  140","  130","15.0","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-18","9.17",,"0.00","0.0","0.0","71","80","67","   20","   50","15.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-19","10.96",,"0.00","0.0","0.0","76","87","69","   30","   20","19.9","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-20","13.20",,"0.00","0.0","0.0","75","84","67","  350","   20","21.0","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-21","12.53",,"0.00","0.0","0.0","71","81","64","  360","  360","23.0","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-22","10.07",,"0.00","0.0","0.0","68","77","62","   60","   20","17.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-23","8.50",,"0.02","0.0","0.0","65","71","60","   40","   50","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-24","8.95",,"0.00","0.0","0.0","65","71","60","  100","  100","16.1","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-25","10.74",,"0.01","0.0","0.0","65","69","62","  100","   90","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-26","9.40"," 1805","0.05","0.0","0.0","69","73","66","  190","  190","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-27","6.49"," 0208","0.03","0.0","0.0","70","73","66","   40","   40","16.1","19.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-28","14.09"," 1324","0.18","0.0","0.0","66","68","62","   70","   80","25.9","38.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-29","7.61"," 0504","0.51","0.0","0.0","62","64","61","   60","   50","14.1","18.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-30","7.83"," 1515","0.00","0.0","0.0","65","73","61","  100","  100","15.0","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-01","9.40",,"0.00","0.0","0.0","64","72","59","  120","  120","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-02","5.82",,"0.00","0.0","0.0","63","69","56","   80","  100","12.1","15.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-03","5.82",,"0.00","0.0","0.0","65","73","61","  180","  170","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-04","5.59",,"0.00","0.0","0.0","65","74","57","  150","  140","13.0","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-05","9.62",,"0.00","0.0","0.0","69","78","60","  350","  350","18.1","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-06","9.40",,"0.00","0.0","0.0","63","70","55","  210","  220","18.1","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-07","13.87",,"0.00","0.0","0.0","69","80","59","  210","  320","23.0","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-08","9.84",,"0.00","0.0","0.0","62","69","55","  320","  340","17.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-09","10.07",,"0.00","0.0","0.0","63","71","54","  330","  320","25.1","36.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-10","15.43",,"0.00","0.0","0.0","58","65","45","  340","  330","23.9","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-11","10.74",,"0.00","0.0","0.0","57","72","42","  250","  260","21.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-12","12.75",,"0.00","0.0","0.0","67","78","52","  310","  300","23.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-13","9.62",,"0.00","0.0","0.0","64","73","53","  190","  180","25.1","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-14","14.99",,"0.00","0.0","0.0","61","71","49","  290","  330","33.1","48.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-15","13.20",,"0.00","0.0","0.0","52","60","46","  270","  260","18.1","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-16","13.87",,"0.00","0.0","0.0","53","62","45","  320","  320","21.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-17","12.30",,"0.00","0.0","0.0","53","63","43","  360","  330","21.9","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-18","9.17",,"0.00","0.0","0.0","58","69","48","   30","   20","18.1","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-19","5.37",,"0.00","0.0","0.0","57","67","47","  240","  190","10.1","15.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-20","7.16",,"0.00","0.0","0.0","60","73","50","  200","  200","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-21","6.71",,"0.00","0.0","0.0","62","78","51","  240","  250","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-22","5.14",,"0.00","0.0","0.0","68","80","57","  160","  150","10.1","14.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-23","11.41",,"0.00","0.0","0.0","64","72","56","  180","  180","25.1","34.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-24","14.32",,"0.00","0.0","0.0","65","72","54","  350","  340","25.1","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-25","10.74",,"0.00","0.0","0.0","56","63","47","  350","  350","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-26","15.88",,"0.00","0.0","0.0","60","69","52","  320","  310","28.0","38.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-27","10.07",,"0.00","0.0","0.0","54","60","45","  320","  320","19.9","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-28","5.82",,"0.00","0.0","0.0","53","62","43","  150","  160","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-29","12.30",,"0.01","0.0","0.0","58","67","51","  130","  130","21.9","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-30","8.05",,"0.00","0.0","0.0","63","73","56","  240","  240","17.0","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-10-31","11.18",,"0.00","0.0","0.0","65","78","57","  190","  210","17.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-01","13.87",,"0.00","0.0","0.0","69","82","57","  270","  260","25.9","35.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-02","11.63",,"0.00","0.0","0.0","59","64","46","  340","  330","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-03","7.83",,"0.00","0.0","0.0","49","57","40","   30","   30","18.1","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-04","7.61",,"0.00","0.0","0.0","49","60","39","  130","  100","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-05","10.74",,"0.00","0.0","0.0","58","71","53","  190","  200","18.1","23.9","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-06","10.51",,"0.00","0.0","0.0","66","75","61","  240","  240","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-07","12.30",,"0.00","0.0","0.0","69","77","54","  310","  330","21.9","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-08","14.76",,"0.00","0.0","0.0","60","71","48","  330","  330","40.0","52.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-09","11.41",,"0.00","0.0","0.0","53","57","43","  330","  330","32.0","44.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-10","8.95",,"0.03","0.0","0.0","49","60","38","  200","  200","21.0","27.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-11","14.32",,"0.10","0.0","0.0","62","71","58","  270","  260","23.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-12","19.91",,"0.00","0.0","0.0","56","61","42","  310","  300","32.0","44.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-13","11.86",,"0.00","0.0","0.0","44","52","37","   20","   20","21.9","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-14","5.82",,"0.00","0.0","0.0","42","49","34","   40","   40","17.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-15","10.51",,"0.00","0.0","0.0","49","60","41","  330","  320","21.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-16","15.88",,"0.00","0.0","0.0","54","66","44","  310","  320","25.1","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-17","8.72",,"0.00","0.0","0.0","55","66","44","  260","  330","15.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-18","12.53",,"0.00","0.0","0.0","58","70","48","  310","  310","23.0","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-19","8.05",,"0.00","0.0","0.0","54","61","46","   10","   10","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-20","6.49",,"0.00","0.0","0.0","56","61","52","  100","  100","25.1","35.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-21","14.99",,"1.42","0.0","0.0","51","55","40","  300","  110","23.0","32.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-22","19.24",,"0.28","0.0","0.0","42","44","38","  250","  250","36.0","47.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-23","18.34",,"0.01","0.0","0.0","44","53","37","  300","  300","36.0","51.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-24","16.55",,"0.00","0.0","0.0","51","56","46","  300","  290","28.0","36.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-25","10.51",,"0.00","0.0","0.0","49","55","42","  300","  300","18.1","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-26","10.96",,"0.35","0.0","0.0","55","62","46","  330","  330","23.0","28.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-27","9.84",,"0.00","0.0","0.0","49","54","41","  250","  260","16.1","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-28","12.53",,"0.95","0.0","0.0","49","56","43","  300","  290","30.0","38.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-29","13.87",,"0.00","0.0","0.0","44","51","36","  310","  320","23.0","31.1",,,,,,
